original_title,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,Gross Revenue,Unnamed: 2
Colossal,FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",http://sheiscolossal.com,339967,tt4680182,en,A woman discovers that severe catastrophic events are somehow connected to the mental breakdown from which she's suffering.,25.373662,/4VOyofBd1pexblxtDZYtYIk7NI4.jpg,"[{'name': 'Brightlight Pictures', 'id': 1063}, {'name': 'Sayaka Producciones Audiovisuales', 'id': 7344}, {'name': 'Route One Entertainment', 'id': 80835}, {'name': 'Toy Fight Productions', 'id': 90622}, {'name': 'Neon', 'id': 90733}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",4/6/2017,3021345,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There's a monster in all of us,Colossal,FALSE,6.2,394,"$2,238.00 ",
Columbus,FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",https://columbusthemovie.com,414453,tt5990474,en,"A Korean-born man finds himself stuck in Columbus, Indiana, where his architect father is in a coma. The man meets a young woman who wants to stay in Columbus with her mother, a recovering addict, instead of pursuing her own dreams.",1.309265,/1YM144vixTdsrCzSmGUjdsRmL4D.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/4/2017,0,104,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Post Production,,Columbus,FALSE,6,4,"$3,336.75 ",
Crooklyn,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,34152,tt0109504,en,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.",2.533022,/iFqe07F78SO0SIBzWcK4I5MwNvP.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': '40 Acres & A Mule Filmworks', 'id': 4319}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/13/1994,0,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Crooklyn,FALSE,6.7,31,$79.50 ,
Daughters of the Dust,FALSE,,800000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,68427,tt0104057,en,Languid look at the Gullah culture of the sea islands off the coast of South Carolina and Georgia where African folk-ways were maintained well into the 20th Century and was one of the last bastion of these mores in America.,1.09058,/3Skfg8JA6uy3SGaaf61zJ7oh04A.jpg,"[{'name': 'American Playhouse', 'id': 3906}, {'name': 'WMG Film', 'id': 8923}, {'name': 'Geechee Girls', 'id': 45440}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/10/1991,0,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Daughters of the Dust,FALSE,6.8,9,$743.25 ,
Dawn of the Dead,FALSE,,28000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",http://www.dawnofthedeadmovie.net/,924,tt0363547,en,"A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive, flesh-eating zombies. A remake of the 1978 zombie film of the same name.",13.157873,/yfqsgzW6AQYmBjIEIq0y9EB1Rgl.jpg,"[{'name': 'New Amsterdam Entertainment', 'id': 572}, {'name': 'Strike Entertainment', 'id': 655}, {'name': 'Metropolitan Filmexport', 'id': 656}, {'name': 'Toho-Towa', 'id': 657}, {'name': 'Cruel and Unusual Films', 'id': 78685}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/19/2004,102356381,101,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"When the undead rise, civilization will fall.",Dawn of the Dead,FALSE,6.8,1039,$256.00 ,
Dawn of the Dead,FALSE,"{'id': 261590, 'name': 'Living Dead Collection', 'poster_path': '/mSJ20RTWWgtt3aTyn1iwNZ9fbYl.jpg', 'backdrop_path': '/inPPfnJ9Wzc9rg1MpkPm0P3D9rJ.jpg'}",650000,"[{'id': 27, 'name': 'Horror'}]",,923,tt0077402,en,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",19.24201,/8D6WEfNZr6JadQrqJr5OOq1QlV0.jpg,"[{'name': 'Laurel Group', 'id': 638}, {'name': 'Dawn Associates', 'id': 83715}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/2/1978,55000000,127,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When there's no more room in hell, the dead will walk the earth.",Dawn of the Dead,FALSE,7.4,597,$256.00 ,
Demon,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,356191,tt4935158,pl,"A bridegroom is possessed by an unquiet spirit in the midst of his own wedding celebration, in this clever take on the Jewish legend of the dybbuk.",2.143813,/mAIRNNPzBBONMntjzTE9TsvOAGu.jpg,"[{'name': 'Telewizja Polska (TVP)', 'id': 19150}, {'name': 'Silesia Film', 'id': 54245}]","[{'iso_3166_1': 'IL', 'name': 'Israel'}, {'iso_3166_1': 'PL', 'name': 'Poland'}]",9/9/2015,0,94,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'yi', 'name': ''}]",Released,,Demon,FALSE,5.9,26,$568.00 ,
Denial,FALSE,,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,402298,tt4645330,en,"Acclaimed writer and historian Deborah E. Lipstadt must battle for historical truth to prove the Holocaust actually occurred when David Irving, a renowned denier, sues her for libel.",10.754997,/wyWZZEvual4sIsk6caQ8osMurXc.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Krasnoff Foster Productions', 'id': 8299}, {'name': 'Shoebox Films', 'id': 28473}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",9/30/2016,4073489,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The whole world knows the Holocaust happened. Now she needs to prove it.,Denial,FALSE,6.5,161,"$1,673.25 ",
Destroyer,FALSE,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,98404,tt0035800,en,"Flagwaving story of a new American destroyer, the JOHN PAUL JONES, from the day her keel is laid, to what was very nearly her last voyage. Among the crew, is Steve Boleslavski, a shipyard welder that helped build her, who reenlists, with his old rank of Chief bosuns mate. After failing her sea trials, she is assigned to the mail run, until caught up in a disparate battle with a Japanese sub. After getting torpedoed, and on the verge of sinking, the Captain, and crew hatch a plan to try and save the ship, and destroy the sub.",0.517981,/4Jsrw7qNXYcTif4wotJKYHQ1XDk.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/19/1943,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You'll Always Remember . . . And Never Forget . . . Destroyer,Destroyer,FALSE,7.4,4,$319.50 ,
Destroyer,FALSE,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,85163,tt0095005,en,"A prison riot breaks out at the moment of a serial murderer's execution by electrocution, and his fate becomes indeterminate when the prison is shut down. 18 months later, a team of filmmakers converge on the prison to film a women-in-prison exploitation flick, but find that a certain somebody is disrupting their shooting schedule...",0.233781,/yiPjRxY65nVT9jyDRv1pPcb3nbB.jpg,"[{'name': 'Wind River Productions', 'id': 13071}, {'name': 'Skouras Pictures', 'id': 13072}, {'name': 'Weskirk', 'id': 75349}, {'name': 'Back East Money', 'id': 75350}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/1/1988,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"3,000 voltz couldn't kill him... It just gave him a buzz.",Destroyer,FALSE,5,3,$319.50 ,
Dirty Dancing,FALSE,"{'id': 86058, 'name': 'Dirty Dancing Collection', 'poster_path': '/gkrOvdbCFuGlxVwCYmczw7aw6Ku.jpg', 'backdrop_path': '/qR6POAKwCL8VwuK8ZjSAdRRFNj9.jpg'}",6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",http://lionsgateathome.com/dirty-dancing,88,tt0092890,en,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer – and unexpectedly falling in love.",14.044122,/zMHIZHxKv6kdE3JFQqZFqj7OswK.jpg,"[{'name': 'Great American Films Limited Partnership', 'id': 137}, {'name': 'Vestron Pictures', 'id': 12360}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/21/1987,213954274,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Have the time of your life.,Dirty Dancing,FALSE,7.1,1371,$128.00 ,
Dirty Dancing,FALSE,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",http://abc.go.com/shows/dirty-dancing,444902,tt5262792,en,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle, and nothing is ever the same for anyone in the Houseman family. Not only are the memorable songs from the original movie included, but there are additional songs from the era that will be featured, showcasing double the number of musical performances by the stellar cast.",11.145052,/itjxxb8I1TfK1H3TGvrs5aJDM9a.jpg,"[{'name': 'Lionsgate Television', 'id': 28523}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/24/2017,0,130,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A musical re-imagining,Dirty Dancing,FALSE,5.3,58,$128.00 ,
Don't Think Twice,FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://DontThinkTwiceMovie.com,356298,tt4972062,en,"An improv group deals with several crises, including the loss of their lease and one member hitting the big time.",8.067119,/wk95hhQtASvNT6M6NjEFOfetq90.jpg,"[{'name': 'Cold Iron Pictures', 'id': 3916}, {'name': 'The Film Arcade', 'id': 61901}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/22/2016,4417667,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The spotlight's not for everyone.,Don't Think Twice,FALSE,6.4,161,"$8,628.00 ",
Donnie Darko,FALSE,"{'id': 178106, 'name': 'Darko Collection', 'poster_path': '/4Oj6ctBucsLvkbKsQMDaDXXR5cu.jpg', 'backdrop_path': '/hja7IzXp6how8eD1WHriI386TGY.jpg'}",6000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,141,tt0246578,en,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",18.303148,/nmb4QhCRmdfNP6rgb81yUFgI83l.jpg,"[{'name': 'Pandora Cinema', 'id': 185}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Flower Films', 'id': 2214}, {'name': 'Adam Fields Productions', 'id': 3334}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/18/2001,1270522,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You can never go too far,Donnie Darko,FALSE,7.7,3574,"$2,648.00 ",
Dr. Jekyll and Mr. Hyde,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,3022,tt0033553,en,"Dr. Jekyll believes good and evil exist in everyone and creates a potion that allows his evil side, Mr. Hyde, to come to the fore. He faces horrible consequences when he lets his dark side run amok.",2.225578,/uSB5lxXbL9QDpgBSHYKA4PU7hfl.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/12/1941,0,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It CHILLS you! Half-MAN! Half-MONSTER!,Dr. Jekyll and Mr. Hyde,FALSE,6.6,31,$748.00 ,
Dr. Jekyll and Mr. Hyde,FALSE,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,3019,tt0022835,en,"Based on the story by Robert Louis Stevenson, Dr. Henry Jekyll believes that there are two distinct sides to men - a good and an evil side. He believes that by separating the two man can become liberated. He succeeds in his experiments with chemicals to accomplish this and transforms into Hyde to commit horrendous crimes. When he discontinues use of the drug it is already too late...",4.749049,/4JBPHhuK9su6C6Cjz4e6eXD5ZrI.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/31/1931,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Put yourself in her place! The dreaded night when her lover became a madman!,Dr. Jekyll and Mr. Hyde,FALSE,7.3,56,$748.00 ,
Dr. Jekyll and Mr. Hyde,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,3016,tt0011130,en,Dr. Jekyll and Mr. Hyde is a 1920 horror silent film based upon Robert Louis Stevenson's novella The Strange Case of Dr Jekyll and Mr Hyde and starring actor John Barrymore.,1.562169,/ICvzVy6kAaB24oRTGy27bzFdF2.jpg,"[{'name': 'Famous Players-Lasky Corporation', 'id': 29729}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/18/1920,0,67,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The world's greatest actor in a tremendous story of man at his best and worst!,Dr. Jekyll and Mr. Hyde,FALSE,6.8,26,$748.00 ,
Dr. Jekyll and Mr. Hyde,FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,35801,tt1159984,en,"Dr. Henry Jekyll is a well-regarded physician whose evenings are spent researching a rare and sacred Amazonian flower so potent it's said to literally separate the soul, giving life to man's Dark Self. The obsessive experiments to isolate its psychotropic properties happen to coincide with a series of brutal murders gripping the city with fear. Jekyll knows it's no coincidence. While his nights are lost to him, he awakens with bloody mementos and violent memories of the screams of his victims.",0.911584,/xzhA9I6xKO0e9K9jOqMSZcWhLob.jpg,[],[],5/17/2008,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Everyone has a dark side,Dr. Jekyll and Mr. Hyde,FALSE,4.2,7,$748.00 ,
Elle,FALSE,,9804690,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,337674,tt3716530,fr,"When Michelle, the CEO of a gaming software company, is attacked in her home by an unknown assailant, she refuses to let it alter her precisely ordered life. She manages crises involving family, all the while becoming engaged in a game of cat and mouse with her stalker.",8.226065,/mJut6zysg2tQftY3Qoj21bk2Eqo.jpg,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Filmförderungsanstalt (FFA)', 'id': 4247}, {'name': 'Canal+', 'id': 5358}, {'name': 'SBS Productions', 'id': 8997}, {'name': 'Orange Cinéma Séries', 'id': 11620}, {'name': 'France Télévisions', 'id': 11795}, {'name': 'Casa Kafka Pictures', 'id': 11924}, {'name': 'Entre Chien et Loup', 'id': 15472}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Twenty Twenty Vision Filmproduktion GmbH', 'id': 32545}, {'name': 'Casa Kafka Pictures Movie Tax Shelter Empowered by Belfius', 'id': 88099}, {'name': 'Proximus', 'id': 92187}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",5/25/2016,2341534,130,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,"Thrilling, exhilarating and original!",Elle,FALSE,6.6,498,"$1,048.50 ",
Empire of the Ants,FALSE,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,42218,tt0075989,en,Sleazy scam artist Joan Collins tries to sell phony real estate deals down in the Florida everglades. What she and her unsuspecting buyers don't know is the area has been taken over by giant ants!,3.244027,/4ABMqLqGhu3ZXqkxFKrkVHZlVyl.jpg,"[{'name': 'Cinema 77', 'id': 1819}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/29/1977,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's no picnic!,Empire of the Ants,FALSE,4.6,26,$282.50 ,
Eraserhead,FALSE,,10000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,985,tt0074486,en,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",7.871001,/l8oAmU5swopsyWzTHpZtAK15Mrc.jpg,"[{'name': 'American Film Institute (AFI)', 'id': 12226}, {'name': 'Libra Films', 'id': 17877}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/19/1977,7000000,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Where your nightmares end...,Eraserhead,FALSE,7.5,500,$880.00 ,
Ernest Scared Stupid,FALSE,"{'id': 330555, 'name': 'Ernest Collection', 'poster_path': '/m8CTuM76DbvFvpCHBepso5Bu7nw.jpg', 'backdrop_path': '/vTlcbHNWrAf77AZFDZ9yCjHm8ag.jpg'}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,32685,tt0101821,en,"Well-intentioned, eternally bumbling Ernest P. Worrell accidentally releases an evil demon from its sacred tomb. As the demon flexes its power and goes on a ruinous rampage, good-guy Ernest tries to step in to save the town from mass destruction. Trouble is, a 200-year-old curse has scared Ernest stupid, and that means hilarity all around! So, kick back and let the laugh-ridden adventures begin.",4.197955,/6iYlS2bOYIJOELQnW7Rr2Vv8zg0.jpg,"[{'name': 'Touchwood Pacific Partners 1', 'id': 8830}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/11/1991,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Ernest Scared Stupid,FALSE,5.9,49,$0.00 ,
