,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
0,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Tesshô Genda",1 win.,N/A,Japan,17-Jul-01,Katsuhiro Ôtomo,"Animation, Drama, Sci-Fi, Thriller",Japanese,N/A,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by two teenagers and a group of psychics.,https://m.media-amazon.com/images/M/MV5BM2ZiZTk1ODgtMTZkNS00NTYxLWIxZTUtNWExZGYwZTRjODViXkEyXkFqcGdeQXVyMTE2MzA3MDM@._V1_SX300.jpg,Streamline Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",16-Jul-88,TRUE,124 min,Akira,movie,N/A,"Katsuhiro Ôtomo (screenplay), Izô Hashimoto (screenplay), Katsuhiro Ôtomo (manga)",1988,tt0094625,8.1,"143,415",
1,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Tesshô Genda",1 win.,N/A,Japan,17-Jul-01,Katsuhiro Ôtomo,"Animation, Drama, Sci-Fi, Thriller",Japanese,N/A,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by two teenagers and a group of psychics.,https://m.media-amazon.com/images/M/MV5BM2ZiZTk1ODgtMTZkNS00NTYxLWIxZTUtNWExZGYwZTRjODViXkEyXkFqcGdeQXVyMTE2MzA3MDM@._V1_SX300.jpg,Streamline Pictures,R,"{'Source': 'Rotten Tomatoes', 'Value': '88%'}",16-Jul-88,TRUE,124 min,Akira,movie,N/A,"Katsuhiro Ôtomo (screenplay), Izô Hashimoto (screenplay), Katsuhiro Ôtomo (manga)",1988,tt0094625,8.1,"143,415",
0,"Brigitte Mira, El Hedi ben Salem, Irm Hermann, Elma Karlowa",4 wins & 1 nomination.,N/A,West Germany,10-Jun-03,Rainer Werner Fassbinder,"Drama, Romance","German, Arabic",N/A,"An almost accidental romance is kindled between a German woman in her mid-sixties and a Moroccan migrant worker around twenty-five years younger. They abruptly decide to marry, appalling everyone around them.",https://m.media-amazon.com/images/M/MV5BMTQ5YzM4MGMtYzIwZS00MjliLTg5NDUtZTUxYjJhNTI1NDU3XkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_SX300.jpg,New Yorker Films,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",31-Oct-74,TRUE,92 min,Ali: Fear Eats the Soul,movie,N/A,Rainer Werner Fassbinder,1974,tt0071141,8.1,"16,591",
1,"Brigitte Mira, El Hedi ben Salem, Irm Hermann, Elma Karlowa",4 wins & 1 nomination.,N/A,West Germany,10-Jun-03,Rainer Werner Fassbinder,"Drama, Romance","German, Arabic",N/A,"An almost accidental romance is kindled between a German woman in her mid-sixties and a Moroccan migrant worker around twenty-five years younger. They abruptly decide to marry, appalling everyone around them.",https://m.media-amazon.com/images/M/MV5BMTQ5YzM4MGMtYzIwZS00MjliLTg5NDUtZTUxYjJhNTI1NDU3XkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_SX300.jpg,New Yorker Films,Not Rated,"{'Source': 'Rotten Tomatoes', 'Value': '100%'}",31-Oct-74,TRUE,92 min,Ali: Fear Eats the Soul,movie,N/A,Rainer Werner Fassbinder,1974,tt0071141,8.1,"16,591",
0,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton",Won 1 Oscar. Another 16 wins & 19 nominations.,N/A,"UK, USA",6-Jan-04,Ridley Scott,"Horror, Sci-Fi",English,89,"After a space merchant vessel perceives an unknown transmission as a distress call, its landing on the source moon finds one of the crew attacked by a mysterious lifeform, and they soon realize that its life cycle has merely begun.",https://m.media-amazon.com/images/M/MV5BMmQ2MmU3NzktZjAxOC00ZDZhLTk4YzEtMDMyMzcxY2IwMDAyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,20th Century Fox,R,"{'Source': 'Internet Movie Database', 'Value': '8.4/10'}",22-Jun-79,TRUE,117 min,Alien,movie,https://www.foxmovies.com/movies/alien,"Dan O'Bannon (story), Ronald Shusett (story), Dan O'Bannon (screenplay)",1979,tt0078748,8.4,"725,857",
1,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton",Won 1 Oscar. Another 16 wins & 19 nominations.,N/A,"UK, USA",6-Jan-04,Ridley Scott,"Horror, Sci-Fi",English,89,"After a space merchant vessel perceives an unknown transmission as a distress call, its landing on the source moon finds one of the crew attacked by a mysterious lifeform, and they soon realize that its life cycle has merely begun.",https://m.media-amazon.com/images/M/MV5BMmQ2MmU3NzktZjAxOC00ZDZhLTk4YzEtMDMyMzcxY2IwMDAyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,20th Century Fox,R,"{'Source': 'Rotten Tomatoes', 'Value': '97%'}",22-Jun-79,TRUE,117 min,Alien,movie,https://www.foxmovies.com/movies/alien,"Dan O'Bannon (story), Ronald Shusett (story), Dan O'Bannon (screenplay)",1979,tt0078748,8.4,"725,857",
2,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton",Won 1 Oscar. Another 16 wins & 19 nominations.,N/A,"UK, USA",6-Jan-04,Ridley Scott,"Horror, Sci-Fi",English,89,"After a space merchant vessel perceives an unknown transmission as a distress call, its landing on the source moon finds one of the crew attacked by a mysterious lifeform, and they soon realize that its life cycle has merely begun.",https://m.media-amazon.com/images/M/MV5BMmQ2MmU3NzktZjAxOC00ZDZhLTk4YzEtMDMyMzcxY2IwMDAyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,20th Century Fox,R,"{'Source': 'Metacritic', 'Value': '89/100'}",22-Jun-79,TRUE,117 min,Alien,movie,https://www.foxmovies.com/movies/alien,"Dan O'Bannon (story), Ronald Shusett (story), Dan O'Bannon (screenplay)",1979,tt0078748,8.4,"725,857",
0,"Jason Flemyng, Antony Sher, Dorothy Tutin, Anthony Higgins",2 wins & 1 nomination.,N/A,UK,2-Nov-99,Nancy Meckler,"Comedy, Drama, Romance",English,N/A,"A passionately committed young dancer is forced to re-examine his career and life when faced with death, finding hope through an older man who becomes his lover, mentor and companion.",https://m.media-amazon.com/images/M/MV5BODM3NzI3NTgzMV5BMl5BanBnXkFtZTcwODIzODAzMQ@@._V1_SX300.jpg,First Look Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '5.7/10'}",25-Jul-97,TRUE,98 min,Alive and Kicking,movie,N/A,Martin Sherman,1996,tt0116631,5.7,758,
1,"Jason Flemyng, Antony Sher, Dorothy Tutin, Anthony Higgins",2 wins & 1 nomination.,N/A,UK,2-Nov-99,Nancy Meckler,"Comedy, Drama, Romance",English,N/A,"A passionately committed young dancer is forced to re-examine his career and life when faced with death, finding hope through an older man who becomes his lover, mentor and companion.",https://m.media-amazon.com/images/M/MV5BODM3NzI3NTgzMV5BMl5BanBnXkFtZTcwODIzODAzMQ@@._V1_SX300.jpg,First Look Pictures,R,"{'Source': 'Rotten Tomatoes', 'Value': '83%'}",25-Jul-97,TRUE,98 min,Alive and Kicking,movie,N/A,Martin Sherman,1996,tt0116631,5.7,758,
0,"Kenneth Branagh, Judi Dench, Ian McKellen, Nonso Anozie",N/A,N/A,UK,13-Aug-19,Kenneth Branagh,"Biography, Drama, History",English,59,A look at the final days in the life of renowned playwright William Shakespeare.,https://m.media-amazon.com/images/M/MV5BODI5Nzc1Nzk2Ml5BMl5BanBnXkFtZTgwNTg5MTQ5NjM@._V1_SX300.jpg,Sony Pictures Classics,PG-13,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",10-May-19,TRUE,101 min,All Is True,movie,https://www.sonyclassics.com/allistrue/,Ben Elton,2018,tt9206798,6.1,"1,432",
1,"Kenneth Branagh, Judi Dench, Ian McKellen, Nonso Anozie",N/A,N/A,UK,13-Aug-19,Kenneth Branagh,"Biography, Drama, History",English,59,A look at the final days in the life of renowned playwright William Shakespeare.,https://m.media-amazon.com/images/M/MV5BODI5Nzc1Nzk2Ml5BMl5BanBnXkFtZTgwNTg5MTQ5NjM@._V1_SX300.jpg,Sony Pictures Classics,PG-13,"{'Source': 'Rotten Tomatoes', 'Value': '71%'}",10-May-19,TRUE,101 min,All Is True,movie,https://www.sonyclassics.com/allistrue/,Ben Elton,2018,tt9206798,6.1,"1,432",
2,"Kenneth Branagh, Judi Dench, Ian McKellen, Nonso Anozie",N/A,N/A,UK,13-Aug-19,Kenneth Branagh,"Biography, Drama, History",English,59,A look at the final days in the life of renowned playwright William Shakespeare.,https://m.media-amazon.com/images/M/MV5BODI5Nzc1Nzk2Ml5BMl5BanBnXkFtZTgwNTg5MTQ5NjM@._V1_SX300.jpg,Sony Pictures Classics,PG-13,"{'Source': 'Metacritic', 'Value': '59/100'}",10-May-19,TRUE,101 min,All Is True,movie,https://www.sonyclassics.com/allistrue/,Ben Elton,2018,tt9206798,6.1,"1,432",
0,"Jane Wyman, Rock Hudson, Agnes Moorehead, Conrad Nagel",1 win.,N/A,USA,19-Jun-01,Douglas Sirk,"Drama, Romance",English,N/A,"An upper-class widow falls in love with a much younger, down-to-earth nurseryman, much to the disapproval of her children and criticism of her country club peers.",https://m.media-amazon.com/images/M/MV5BOTAzZmI5ODgtYzYzZS00ZDQxLTk5NDItNzY3YjdhYjE3Nzk3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Universal,Not Rated,"{'Source': 'Internet Movie Database', 'Value': '7.6/10'}",5-Apr-56,TRUE,89 min,All That Heaven Allows,movie,N/A,"Peg Fenwick (screenplay), Edna L. Lee (story), Harry Lee (story)",1955,tt0047811,7.6,"11,934",
1,"Jane Wyman, Rock Hudson, Agnes Moorehead, Conrad Nagel",1 win.,N/A,USA,19-Jun-01,Douglas Sirk,"Drama, Romance",English,N/A,"An upper-class widow falls in love with a much younger, down-to-earth nurseryman, much to the disapproval of her children and criticism of her country club peers.",https://m.media-amazon.com/images/M/MV5BOTAzZmI5ODgtYzYzZS00ZDQxLTk5NDItNzY3YjdhYjE3Nzk3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Universal,Not Rated,"{'Source': 'Rotten Tomatoes', 'Value': '93%'}",5-Apr-56,TRUE,89 min,All That Heaven Allows,movie,N/A,"Peg Fenwick (screenplay), Edna L. Lee (story), Harry Lee (story)",1955,tt0047811,7.6,"11,934",
0,N/A,N/A,N/A,USA,N/A,Kelly Richmond Pope,Documentary,English,N/A,"In 2012, Crundwell was arrested as the largest municipal fraud perpetrator in the nation's history, embezzling upwards of $50 million as the comptroller and treasurer of Dixon, a city in ...",https://m.media-amazon.com/images/M/MV5BZWE2YzE2MjQtNWY1YS00MzJkLWIwNWEtNGZiNDg3YzQwMjBhXkEyXkFqcGdeQXVyNjY5NjI0NDM@._V1_SX300.jpg,Kartemquin Films/Helios Digital Learning,TV-14,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",N/A,TRUE,70 min,All the Queen's Horses,movie,https://www.allthequeenshorsesfilm.com/,N/A,2017,tt5709852,6.6,218,
1,N/A,N/A,N/A,USA,N/A,Kelly Richmond Pope,Documentary,English,N/A,"In 2012, Crundwell was arrested as the largest municipal fraud perpetrator in the nation's history, embezzling upwards of $50 million as the comptroller and treasurer of Dixon, a city in ...",https://m.media-amazon.com/images/M/MV5BZWE2YzE2MjQtNWY1YS00MzJkLWIwNWEtNGZiNDg3YzQwMjBhXkEyXkFqcGdeQXVyNjY5NjI0NDM@._V1_SX300.jpg,Kartemquin Films/Helios Digital Learning,TV-14,"{'Source': 'Rotten Tomatoes', 'Value': '80%'}",N/A,TRUE,70 min,All the Queen's Horses,movie,https://www.allthequeenshorsesfilm.com/,N/A,2017,tt5709852,6.6,218,
0,"Ioan Gruffudd, Romola Garai, Benedict Cumberbatch, Albert Finney",1 win & 6 nominations.,"$21,156,133 ","USA, UK",13-Nov-07,Michael Apted,"Biography, Drama, History, Romance",English,65,"The idealist William Wilberforce maneuvers his way through Parliament, endeavoring to end the British transatlantic slave trade.",https://m.media-amazon.com/images/M/MV5BMTI5MTkxMDA4M15BMl5BanBnXkFtZTcwNjA4Mjg0MQ@@._V1_SX300.jpg,Samuel Goldwyn Films LLC,PG,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",23-Feb-07,TRUE,118 min,Amazing Grace,movie,http://www.amazinggracemovie.com/,Steven Knight,2006,tt0454776,7.5,"22,986",
1,"Ioan Gruffudd, Romola Garai, Benedict Cumberbatch, Albert Finney",1 win & 6 nominations.,"$21,156,133 ","USA, UK",13-Nov-07,Michael Apted,"Biography, Drama, History, Romance",English,65,"The idealist William Wilberforce maneuvers his way through Parliament, endeavoring to end the British transatlantic slave trade.",https://m.media-amazon.com/images/M/MV5BMTI5MTkxMDA4M15BMl5BanBnXkFtZTcwNjA4Mjg0MQ@@._V1_SX300.jpg,Samuel Goldwyn Films LLC,PG,"{'Source': 'Rotten Tomatoes', 'Value': '68%'}",23-Feb-07,TRUE,118 min,Amazing Grace,movie,http://www.amazinggracemovie.com/,Steven Knight,2006,tt0454776,7.5,"22,986",
2,"Ioan Gruffudd, Romola Garai, Benedict Cumberbatch, Albert Finney",1 win & 6 nominations.,"$21,156,133 ","USA, UK",13-Nov-07,Michael Apted,"Biography, Drama, History, Romance",English,65,"The idealist William Wilberforce maneuvers his way through Parliament, endeavoring to end the British transatlantic slave trade.",https://m.media-amazon.com/images/M/MV5BMTI5MTkxMDA4M15BMl5BanBnXkFtZTcwNjA4Mjg0MQ@@._V1_SX300.jpg,Samuel Goldwyn Films LLC,PG,"{'Source': 'Metacritic', 'Value': '65/100'}",23-Feb-07,TRUE,118 min,Amazing Grace,movie,http://www.amazinggracemovie.com/,Steven Knight,2006,tt0454776,7.5,"22,986",
0,"Alicia Silverstone, Mena Suvari, Jennifer Bartels, Makenna James",N/A,,USA,,N/A,Comedy,English,N/A,"A posh single mother struggles to raise her two daughters alone in 1970s Los Angeles, while simultaneously dealing with her love life together with her two best friends. Inspired by the childhood of reality star Kyle Richards.",https://m.media-amazon.com/images/M/MV5BZDI4ODJhZDItNzE0MC00MTdmLTg1NGQtNDE3MWE3MjdmMmIzXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,,TV-14,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",7-Jun-18,TRUE,30 min,American Woman,series,,John Riggi,2018,tt5910786,6.2,"1,113",1
0,"Mitsuki Takahata, Shinnosuke Mitsushima, Jamison Boaz, Ray Chase",1 win & 2 nominations.,"$46,020 ",Japan,30-Jan-18,Kenji Kamiyama,"Animation, Adventure, Drama, Family, Fantasy, Sci-Fi","Japanese, English",69,"In the near future, a high school senior discovers that events in her waking life begin to parallel events in her dreams.",https://m.media-amazon.com/images/M/MV5BNDcwZjIyMmItY2IzNC00YjQyLThjZTMtNGY5NjJkNTM3ZTY3XkEyXkFqcGdeQXVyNjc2NTgzMzc@._V1_SX300.jpg,GKIDS,N/A,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",18-Mar-17,TRUE,111 min,Ancien and the Magic Tablet,movie,http://www.gkids.com/films/napping-princess/,Kenji Kamiyama,2017,tt5731132,6.3,911,
1,"Mitsuki Takahata, Shinnosuke Mitsushima, Jamison Boaz, Ray Chase",1 win & 2 nominations.,"$46,020 ",Japan,30-Jan-18,Kenji Kamiyama,"Animation, Adventure, Drama, Family, Fantasy, Sci-Fi","Japanese, English",69,"In the near future, a high school senior discovers that events in her waking life begin to parallel events in her dreams.",https://m.media-amazon.com/images/M/MV5BNDcwZjIyMmItY2IzNC00YjQyLThjZTMtNGY5NjJkNTM3ZTY3XkEyXkFqcGdeQXVyNjc2NTgzMzc@._V1_SX300.jpg,GKIDS,N/A,"{'Source': 'Rotten Tomatoes', 'Value': '63%'}",18-Mar-17,TRUE,111 min,Ancien and the Magic Tablet,movie,http://www.gkids.com/films/napping-princess/,Kenji Kamiyama,2017,tt5731132,6.3,911,
2,"Mitsuki Takahata, Shinnosuke Mitsushima, Jamison Boaz, Ray Chase",1 win & 2 nominations.,"$46,020 ",Japan,30-Jan-18,Kenji Kamiyama,"Animation, Adventure, Drama, Family, Fantasy, Sci-Fi","Japanese, English",69,"In the near future, a high school senior discovers that events in her waking life begin to parallel events in her dreams.",https://m.media-amazon.com/images/M/MV5BNDcwZjIyMmItY2IzNC00YjQyLThjZTMtNGY5NjJkNTM3ZTY3XkEyXkFqcGdeQXVyNjc2NTgzMzc@._V1_SX300.jpg,GKIDS,N/A,"{'Source': 'Metacritic', 'Value': '69/100'}",18-Mar-17,TRUE,111 min,Ancien and the Magic Tablet,movie,http://www.gkids.com/films/napping-princess/,Kenji Kamiyama,2017,tt5731132,6.3,911,
0,"Anatoliy Solonitsyn, Ivan Lapikov, Nikolay Grinko, Nikolay Sergeev",3 wins.,N/A,Soviet Union,2-Feb-99,Andrei Tarkovsky,"Biography, Drama, History","Russian, Italian, Tatar",N/A,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",https://m.media-amazon.com/images/M/MV5BMjhkN2Q3MzctNzJiOC00OTc5LWIwOWYtNWRiYWUyMDk0MGZiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Criterion Collection,R,"{'Source': 'Internet Movie Database', 'Value': '8.2/10'}",1-Oct-73,TRUE,205 min,Andrei Rublev,movie,https://www.criterion.com/films/300-andrei-rublev,"Andrey Konchalovskiy, Andrei Tarkovsky",1966,tt0060107,8.2,"39,941",
1,"Anatoliy Solonitsyn, Ivan Lapikov, Nikolay Grinko, Nikolay Sergeev",3 wins.,N/A,Soviet Union,2-Feb-99,Andrei Tarkovsky,"Biography, Drama, History","Russian, Italian, Tatar",N/A,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",https://m.media-amazon.com/images/M/MV5BMjhkN2Q3MzctNzJiOC00OTc5LWIwOWYtNWRiYWUyMDk0MGZiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Criterion Collection,R,"{'Source': 'Rotten Tomatoes', 'Value': '95%'}",1-Oct-73,TRUE,205 min,Andrei Rublev,movie,https://www.criterion.com/films/300-andrei-rublev,"Andrey Konchalovskiy, Andrei Tarkovsky",1966,tt0060107,8.2,"39,941",
0,"Ella Hunt, Malcolm Cumming, Sarah Swire, Christopher Leveaux",1 nomination.,N/A,UK,12-Feb-19,John McPhail,"Comedy, Fantasy, Horror, Musical",English,63,"A zombie apocalypse threatens the sleepy town of Little Haven - at Christmas - forcing Anna and her friends to fight, slash and sing their way to survival, facing the undead in a desperate race to reach their loved ones. But they soon discover that no one is safe in this new world, and with civilization falling apart around them, the only people they can truly rely on are each other.",https://m.media-amazon.com/images/M/MV5BMTU4NTM4NDQyNV5BMl5BanBnXkFtZTgwMjY0NTI0NjM@._V1_SX300.jpg,Orion Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '6.0/10'}",30-Nov-18,TRUE,93 min,Anna and the Apocalypse,movie,http://www.aatamovie.com/,"Alan McDonald, Ryan McHenry",2017,tt6433880,6,"4,956",
1,"Ella Hunt, Malcolm Cumming, Sarah Swire, Christopher Leveaux",1 nomination.,N/A,UK,12-Feb-19,John McPhail,"Comedy, Fantasy, Horror, Musical",English,63,"A zombie apocalypse threatens the sleepy town of Little Haven - at Christmas - forcing Anna and her friends to fight, slash and sing their way to survival, facing the undead in a desperate race to reach their loved ones. But they soon discover that no one is safe in this new world, and with civilization falling apart around them, the only people they can truly rely on are each other.",https://m.media-amazon.com/images/M/MV5BMTU4NTM4NDQyNV5BMl5BanBnXkFtZTgwMjY0NTI0NjM@._V1_SX300.jpg,Orion Pictures,R,"{'Source': 'Rotten Tomatoes', 'Value': '78%'}",30-Nov-18,TRUE,93 min,Anna and the Apocalypse,movie,http://www.aatamovie.com/,"Alan McDonald, Ryan McHenry",2017,tt6433880,6,"4,956",
2,"Ella Hunt, Malcolm Cumming, Sarah Swire, Christopher Leveaux",1 nomination.,N/A,UK,12-Feb-19,John McPhail,"Comedy, Fantasy, Horror, Musical",English,63,"A zombie apocalypse threatens the sleepy town of Little Haven - at Christmas - forcing Anna and her friends to fight, slash and sing their way to survival, facing the undead in a desperate race to reach their loved ones. But they soon discover that no one is safe in this new world, and with civilization falling apart around them, the only people they can truly rely on are each other.",https://m.media-amazon.com/images/M/MV5BMTU4NTM4NDQyNV5BMl5BanBnXkFtZTgwMjY0NTI0NjM@._V1_SX300.jpg,Orion Pictures,R,"{'Source': 'Metacritic', 'Value': '63/100'}",30-Nov-18,TRUE,93 min,Anna and the Apocalypse,movie,http://www.aatamovie.com/,"Alan McDonald, Ryan McHenry",2017,tt6433880,6,"4,956",
0,"Natalie Portman, Benedict Wong, Sonoya Mizuno, David Gyasi",N/A,"$20,636,742 ","UK, USA",29-May-18,Alex Garland,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller",English,79,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",https://m.media-amazon.com/images/M/MV5BMTk2Mjc2NzYxNl5BMl5BanBnXkFtZTgwMTA2OTA1NDM@._V1_SX300.jpg,Paramount Pictures,R,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",23-Feb-18,TRUE,115 min,Annihilation,movie,https://www.facebook.com/AnnihilationMovie,"Alex Garland (written for the screen by), Jeff VanderMeer (based on the novel by)",2018,tt2798920,6.9,"236,582",
1,"Natalie Portman, Benedict Wong, Sonoya Mizuno, David Gyasi",N/A,"$20,636,742 ","UK, USA",29-May-18,Alex Garland,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller",English,79,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",https://m.media-amazon.com/images/M/MV5BMTk2Mjc2NzYxNl5BMl5BanBnXkFtZTgwMTA2OTA1NDM@._V1_SX300.jpg,Paramount Pictures,R,"{'Source': 'Rotten Tomatoes', 'Value': '87%'}",23-Feb-18,TRUE,115 min,Annihilation,movie,https://www.facebook.com/AnnihilationMovie,"Alex Garland (written for the screen by), Jeff VanderMeer (based on the novel by)",2018,tt2798920,6.9,"236,582",
2,"Natalie Portman, Benedict Wong, Sonoya Mizuno, David Gyasi",N/A,"$20,636,742 ","UK, USA",29-May-18,Alex Garland,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller",English,79,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",https://m.media-amazon.com/images/M/MV5BMTk2Mjc2NzYxNl5BMl5BanBnXkFtZTgwMTA2OTA1NDM@._V1_SX300.jpg,Paramount Pictures,R,"{'Source': 'Metacritic', 'Value': '79/100'}",23-Feb-18,TRUE,115 min,Annihilation,movie,https://www.facebook.com/AnnihilationMovie,"Alex Garland (written for the screen by), Jeff VanderMeer (based on the novel by)",2018,tt2798920,6.9,"236,582",
